"Adverse.events","Death.1.1.","Death.2.1.","Death.1.2.","Death.2.2.","GP.1.1.","GP.2.1.","GP.1.2.","GP.2.2.","Hospital.1.1.","Hospital.2.1.","Hospital.1.2.","Hospital.2.2.","Infected.1.1.","Infected.2.1.","Infected.1.2.","Infected.2.2.","Mild.Compl.1.1.","Mild.Compl.2.1.","Mild.Compl.1.2.","Mild.Compl.2.2.","Pneumonia.1.1.","Pneumonia.2.1.","Pneumonia.1.2.","Pneumonia.2.2.","Repeat.GP.1.1.","Repeat.GP.2.1.","Repeat.GP.1.2.","Repeat.GP.2.2.","Trt.1.1.1.","Trt.2.1.1.","Trt.1.2.1.","Trt.2.2.1.","Trt.1.1.2.","Trt.2.1.2.","Trt.1.2.2.","Trt.2.2.2.","beta.1.","beta.2.","beta.3.","beta.4.","beta.5.","beta.6.","beta.7.","delta","deviance","eta","gamma.1.","gamma.2.","lambda","n.1.1.","n.2.1.","n.1.2.","n.2.2.","phi","pi.1.1.","pi.2.1.","pi.1.2.","pi.2.2.","psi.1.","psi.2.","psi.3.","psi.4.","psi.5.","psi.6.","psi.7.","psi.8.","q.1.","q.2.","q.3.","q.4.","q.5.","q.6.","q.7.","rho.1.","rho.2.","xi"
2455,3,0,0,0,2400,1477,0,237,1,0,0,0,9114,5619,0,920,936,580,0,104,43,26,0,3,893,554,0,101,973,744,599,464,0,0,105,82,0.0892094097057164,0.266491729286607,0.383640602131522,0.0155781153135406,0.000462318576847123,0.00123339948788268,0.0692975747122928,8,0.547482918617642,0.892388918322042,0.41984605734789,0.812609805608088,1.79630792345552,1e+05,0,64382,35618,0.357915471816665,0.0892094097057164,0.0892094097057164,0.0267196411076777,0.0267196411076777,18.6095444746086,3842.14444154154,7.63021562405209,8.61984654042734,52.7338289327942,3.09510034429639,2.17086752420095,0.908724905228526,4.2851914060118,0,0,6.09841948448624,8.1355357824625,11.9635323994608,0.635105396121463,0,0.700484049879712,0.952519483915365
4294,2,0,0,0,2071,700,0,404,0,0,0,0,6219,2215,0,1276,829,279,0,177,31,8,0,7,798,271,0,170,863,666,288,227,0,0,160,141,0.0608918967833363,0.32500397161114,0.389524220819577,0.0112957066074915,0.000394229168231343,0.000686859253739793,0.0674922815494486,6,0.684673881837464,0.889974339676962,0.42215811373305,0.813501826590445,2.75914087291766,1e+05,0,35566,64434,0.646093132061861,0.0608918967833363,0.0608918967833363,0.0200401923280819,0.0200401923280819,27.8123425054156,2922.92252321532,5.16601358789016,9.84541209222018,43.4516373751006,3.02592791077619,1.24118666779548,0.670493759137647,4.0709927419246,0,0,5.67784596379446,4.68717129318822,13.1959298916213,0.636727604599115,0,0.670889011728633,0.940772607592845
2012,0,0,0,0,587,345,0,105,0,1,0,0,5462,2979,0,811,253,155,0,48,2,7,0,0,251,148,0,48,239,209,143,130,0,0,41,37,0.0525230293770403,0.117232853445905,0.415675965777761,0.0163485465798586,0.000323791774245193,0.000481407170960042,0.0462025003583776,7,0.824887345662078,0.897902116898204,0.417889991733597,0.811803688479052,3.13723281877197,1e+05,0,55450,44550,0.446001953790794,0.0525230293770403,0.0525230293770403,0.0188363618137873,0.0188363618137873,19.8018715708838,2197.92635940056,7.17875805004903,11.5258475247373,53.2027574377813,2.9382240652992,1.20764848323754,1.19738300619656,3.44773773028931,0,0,6.75772814406027,4.25263764673072,11.7712562016017,0.459180273800771,0,0.641369470931139,0.950977824635713
3654,2,1,0,0,1092,723,0,123,1,1,0,1,4600,3026,0,580,452,291,0,51,19,13,0,3,433,278,0,48,442,358,295,237,0,0,48,42,0.0462785119233574,0.236737419743985,0.389084767672551,0.0147008802167175,0.000511382012382076,0.000891517048677031,0.102610129433967,15,0.684283382311163,0.897528665472054,0.420541870616271,0.815041126961825,1.57971459093784,1e+05,0,64657,35343,0.35457810219347,0.0462785119233574,0.0462785119233574,0.0166386809730535,0.0166386809730535,14.9413081018624,3026.71872388341,6.94488911122594,6.16593021895176,31.6433696991403,3.83038707166939,1.56322389101067,1.02011422969148,4.98423253504227,0,0,7.81249090207373,4.54311469502602,14.7595498786328,0.550893406115669,0,0.640466378853989,0.950156481092608
4418,2,0,0,1,1904,873,0,286,1,0,0,0,7802,3477,0,1208,834,365,0,124,20,8,0,4,814,357,0,120,812,688,361,300,0,0,134,101,0.0779254150582185,0.248474748995669,0.402683732378835,0.00912711326237985,0.000458707277207781,0.000821069874020498,0.0779047901092885,10,0.439148472579334,0.891705539091529,0.419795628400881,0.818948769846593,1.60937657662672,1e+05,0,43881,56119,0.562998413822019,0.0779254150582185,0.0779254150582185,0.0213800701576967,0.0213800701576967,22.5394376721061,1837.04032440519,7.46582930845481,10.5932379748083,54.6872424609953,3.08392630859965,1.29386803163551,0.944259823836605,5.20385350209689,0,0,6.13976438178247,5.86800337824952,15.9497485541889,0.442377415205071,0,0.72563418312596,0.959864471940465
1724,4,0,0,0,1913,1275,0,156,0,1,0,0,6729,4345,0,561,833,541,0,62,31,16,0,2,802,525,0,60,803,658,548,435,0,0,64,48,0.0663364899540407,0.287086694036647,0.41377049454634,0.0149005729033311,0.000400559626816443,0.000645275326757643,0.0554806962284543,10,0.947338872407271,0.896695100960862,0.422040646073345,0.81335159872074,2.25478622602149,1e+05,0,67248,32752,0.327053931495084,0.0663364899540407,0.0663364899540407,0.0174105234787441,0.0174105234787441,26.7140127953053,2845.11665634794,5.5577308401695,6.96139151210977,42.2835372777279,2.84259802801699,1.91544650438762,1.01222519253264,4.51233996175166,0,0,6.16292180389833,5.25607882612275,21.9396495067323,0.537777783937242,0,0.737542286442854,0.95876800756664
4756,0,1,0,0,1569,869,0,180,0,0,0,0,4570,2472,0,555,606,361,0,76,11,5,0,2,595,356,0,74,639,480,338,293,0,0,76,64,0.0449593418779385,0.338457271556007,0.401551727763095,0.00869143202613218,0.000242219005991436,0.00185308349614378,0.104546572260026,9,1.52125847367756,0.898495887162407,0.41859088835098,0.811299260345971,2.05406947499147,1e+05,0,55001,44999,0.448685198917167,0.0449593418779385,0.0449593418779385,0.0132568243134541,0.0132568243134541,16.7879665542774,3059.24739406104,6.20248199668419,13.1532323048029,38.5243189127167,3.07851947175832,1.17563982709712,0.749775486122589,2.93637404257482,0,0,5.3822854830876,5.31251447467922,16.4919039037991,0.684234420191295,0,0.705137491793241,0.954897643455371
3345,6,0,0,0,3402,1469,0,519,2,1,0,0,8794,3792,0,1425,1426,595,0,232,35,11,0,10,1391,584,0,222,1424,1173,626,486,0,0,222,185,0.0880560879841104,0.383159186574307,0.413716157995031,0.00835910107808177,0.000367352958989895,0.00162063496341097,0.0584446242690522,9,0.906098429088083,0.904977901736847,0.419457629380743,0.812871233394703,4.51737283845478,1e+05,0,42325,57675,0.576775928486435,0.0880560879841104,0.0880560879841104,0.0251445284201402,0.0251445284201402,13.0234463743834,2717.73557808493,6.21237069154261,9.9913624124067,42.3848719147692,4.01779405097158,1.39572065206035,0.493593074041544,5.34066677454586,0,0,6.05673412356867,5.07969372912958,18.9631552988614,0.577447583554708,0,0.714448722447476,0.951838308815976
2699,2,0,0,0,3391,1768,0,532,1,2,0,0,6457,3428,0,1023,1493,706,0,220,55,21,0,5,1438,685,0,215,1436,1224,766,568,0,0,214,188,0.0646065914763382,0.536935185245584,0.413349285689594,0.0122496305750676,0.000321514853063047,0.000523374915941701,0.0566204627427119,6,-0.801499381415614,0.899741937910622,0.419475855728272,0.81327457522417,5.12102509467397,1e+05,0,51942,48058,0.480113091902084,0.0646065914763382,0.0646065914763382,0.0228615582226611,0.0228615582226611,22.9581961309959,2356.39383389331,6.80314304340822,8.61901094224836,28.3922631137779,5.37871601105716,0.840788541248743,0.94813187773221,5.86772022088236,0,0,6.07716592807783,6.61193972090634,13.0786244614019,0.581760949713085,0,0.646142015849358,0.944667117941899
2085,3,1,0,0,3242,2287,0,324,1,1,0,0,5931,4172,0,607,1358,961,0,136,26,20,0,3,1332,941,0,133,1355,1103,943,767,0,0,143,113,0.0584755892710857,0.54503128464827,0.412048806276019,0.00982411809959697,0.000383997992608719,0.000554217285722253,0.0749310041235271,3,0.0775515064062889,0.90082805580218,0.418095250554158,0.808924968706367,2.07936636510929,1e+05,0,70991,29009,0.289880718238865,0.0584755892710857,0.0584755892710857,0.0193546541220813,0.0193546541220813,34.5897957202209,3598.58045203227,8.01996000305833,8.03804031514672,50.6117925957629,4.84620082803409,1.40014348543917,0.920202011429536,3.07104824748527,0,0,11.424962761059,5.88406079318218,17.0680432066607,0.268635436805608,0,0.669013098228809,0.95442490872795
1854,0,0,0,1,1429,846,0,229,1,0,0,0,5544,3132,0,874,567,338,0,83,20,6,0,1,547,332,0,82,621,459,339,286,0,0,89,77,0.0559309610758782,0.261111771723701,0.402124586962152,0.0134784432258182,0.000419031091750823,0.000506418375604505,0.041401144708795,8,0.539000120811867,0.896404802292873,0.418704684029382,0.814974498620136,3.88898213335676,1e+05,0,55351,44649,0.448431404763597,0.0559309610758782,0.0559309610758782,0.0188537767312644,0.0188537767312644,17.6070760087805,1958.3768693112,6.02376607328487,7.99848459276959,47.957805567047,4.00143757163599,2.2255517404193,1.12939334197902,5.99367143726065,0,0,3.83442042235383,7.18923303355568,15.5564003599908,0.542353629246362,0,0.662909837975311,0.954716884995388
3904,0,1,0,0,1621,915,0,225,1,0,0,1,6199,3462,0,881,673,394,0,101,20,14,0,4,653,380,0,97,686,550,395,324,0,0,97,85,0.0623580313351057,0.258771813273481,0.407075928003725,0.0131810702806714,0.000259691285770386,0.000436601957213492,0.0891026373247808,3,-1.56114887240924,0.901007575354903,0.417989669756024,0.816502983651162,3.500956669078,1e+05,0,56238,43762,0.435492523997503,0.0623580313351057,0.0623580313351057,0.0196751716663679,0.0196751716663679,19.1607810941422,3479.46226587372,8.0425006024765,15.4872486402728,57.8848066822074,4.15852947453731,1.46725118903304,0.865462475416134,4.68349479847846,0,0,8.27328971462074,8.08389566967215,13.046930275482,0.658598641040556,0,0.684480551340123,0.961747684680373
7800,0,1,0,0,2006,880,0,313,0,2,0,0,4612,2023,0,693,821,365,0,133,22,15,0,3,799,350,0,130,814,661,415,296,0,0,143,111,0.0458709842735601,0.435838083474666,0.396638645889856,0.0114737909350319,0.000400010539207042,0.000557051583249769,0.139315162535587,5,-0.840730604214711,0.903844786857353,0.419819722129416,0.811511296052839,2.84992640504536,1e+05,0,44162,55838,0.558109029872641,0.0458709842735601,0.0458709842735601,0.012234920762754,0.012234920762754,16.3932250917283,2826.14284909524,7.99068568648412,12.8725425901697,54.7262613308992,4.35182203713371,0.932824461580119,1.11704154842328,3.67556458174836,0,0,4.55531379816959,5.05513081164396,12.6575282812131,0.390670082992429,0,0.733275381888716,0.951092893587606
3465,3,3,0,0,1963,1419,0,132,2,0,0,0,6833,4659,0,489,841,595,0,56,27,22,0,0,814,573,0,56,827,680,627,489,0,0,55,51,0.0686429908062321,0.293115654794879,0.406465282275103,0.0108155365044118,0.000352511442703554,0.000647645866219255,0.110911734548889,10,1.87524218216014,0.906182927240298,0.422869467911768,0.810719875003452,1.99859595662433,1e+05,0,68709,31291,0.315187910209174,0.0686429908062321,0.0686429908062321,0.0159923310986391,0.0159923310986391,35.2115245659231,2389.17084327602,9.06172898513091,8.7485944220457,40.3288301743532,4.40200206611909,1.61632669500098,0.434225024549443,3.99099328592872,0,0,7.68668098719419,4.63718147449964,13.6414664338507,0.641782917092254,0,0.767021644733068,0.957323568502914
3993,3,3,0,0,3502,1984,0,500,4,0,0,0,8834,5121,0,1225,1376,802,0,194,23,15,0,6,1353,787,0,188,1472,1149,845,658,0,0,206,159,0.088684789256277,0.394148254405654,0.389785857758937,0.00811828944355793,0.000401807995460088,0.000860684463966679,0.0966809280397341,8,-0.314532344333451,0.903991504336756,0.419640700064734,0.818721399045166,1.04600918606704,1e+05,0,57919,42081,0.417820600373547,0.088684789256277,0.088684789256277,0.0290708338317773,0.0290708338317773,14.3416530070061,1860.85300267032,6.80248565199828,7.74322282262833,40.0628811699777,2.89831595419767,1.12966821589701,0.417470306576012,5.11040035688984,0,0,5.93594734973006,8.15521227790906,23.9306630398568,0.568328188617561,0,0.672200452010211,0.947976306696679
3350,1,0,0,0,4352,2869,0,390,2,1,0,0,8176,5512,0,726,1741,1174,0,155,73,34,0,7,1668,1140,0,148,1814,1432,1164,969,0,0,159,128,0.0823673342415768,0.524623490078443,0.392450458544679,0.0153168757862726,0.000334458542006713,0.000439225659686977,0.104984412736836,2,0.391470895815342,0.891488688896355,0.41674279306331,0.813022454677428,3.55442323846321,1e+05,0,66917,33083,0.330472123480104,0.0823673342415768,0.0823673342415768,0.0228111753967719,0.0228111753967719,13.0929539599696,2445.89838935752,7.0640777075153,8.87774886259348,39.7496734204391,4.10031230145175,1.7358240781896,0.706271727775314,5.65397358720639,0,0,8.2585786916063,5.75105829074295,12.0301586170509,0.434045391412664,0,0.723055558288817,0.954006471999773
2572,2,1,0,0,1213,760,0,113,1,0,0,0,3835,2233,0,339,491,330,0,53,21,9,0,3,470,321,0,50,509,403,295,275,0,0,42,44,0.0381579352188951,0.319613668784317,0.405454237607959,0.0113361162548832,0.000284547960654711,0.000678290273253519,0.0641294358367993,6,0.842658884228709,0.893191152794508,0.418624484161248,0.816069746647203,1.6138878535585,1e+05,0,59625,40375,0.404474707181924,0.0381579352188951,0.0381579352188951,0.00846474306385156,0.00846474306385156,28.8079262950532,3374.24736375494,5.23375080739076,11.3610482849668,58.6441626666046,3.58109534263526,2.28768160151898,0.812628570467783,3.04139660692728,0,0,6.03753180135306,8.12370641671437,15.8231119619183,0.674914482141765,0,0.778165589534835,0.953635505865326
3301,4,0,0,0,1564,526,0,340,1,0,0,0,4807,1773,0,1019,666,214,0,144,20,4,0,7,646,210,0,137,665,554,208,175,0,0,134,120,0.0480395290892599,0.314548044942181,0.39613482037116,0.0160227432857493,0.000357552872529556,0.000881637543773488,0.0521065186603427,8,-2.25408504877697,0.90349839630918,0.418647183398304,0.818208104234631,2.44691013286912,1e+05,0,35889,64111,0.641398928338607,0.0480395290892599,0.0480395290892599,0.0157263306314993,0.0157263306314993,16.5789357301173,2350.49119624421,4.11198260778097,7.44297611402822,49.8454608080466,2.84703162440413,1.51394420637444,0.77765650876838,2.66199086252304,0,0,6.24189687918765,5.43410123261484,20.6610071257796,0.506364212674552,0,0.672637702124869,0.951873386468349
5074,5,2,0,0,3198,1569,0,529,1,1,0,0,6037,2895,0,997,1338,656,0,227,45,20,0,5,1293,636,0,222,1360,1091,660,537,0,0,230,188,0.0609912309919474,0.534981499453703,0.405494818174963,0.0132123501473291,0.000430123460240304,0.00072804793173269,0.0971365506176772,8,-0.863756185582733,0.904867097096915,0.420819870310215,0.812694620344143,4.88087492428392,1e+05,0,47739,52261,0.520646133615811,0.0609912309919474,0.0609912309919474,0.0191918545921161,0.0191918545921161,21.2023556981501,1618.10076869302,9.62261419360132,7.93155963724961,40.9637424221847,4.54572809460362,1.41485349125222,0.824525819338756,6.10401032402231,0,0,4.98329200455074,8.57022941823461,9.45302986579784,0.477950983731655,0,0.685334198375992,0.950368944165285
2825,2,1,0,0,2943,1539,0,510,1,2,0,0,6769,3401,0,1181,1276,636,0,194,37,19,0,5,1239,617,0,189,1236,1058,621,519,0,0,204,154,0.067144697471832,0.439801243688115,0.406128269945095,0.01269984997686,0.000361722956121962,0.000745581314678736,0.0569944760921613,8,-0.531703495380712,0.90539362200869,0.419791881277337,0.81363768282073,5.00267695381998,1e+05,0,50608,49392,0.493107832593462,0.067144697471832,0.067144697471832,0.023453206434957,0.023453206434957,15.7289130463002,5423.26328625866,6.89211477910039,7.45345008514315,61.7615003646045,4.77486565708846,1.38211150923268,0.634749649716162,4.39143993104628,0,0,7.45615706035229,6.1469574741863,18.3041782227077,0.423442549809381,0,0.650706499276494,0.946576474534145
3770,1,2,0,0,1311,847,0,143,1,0,0,1,5816,3723,0,606,552,346,0,61,18,4,0,1,534,342,0,60,563,453,354,283,0,0,60,53,0.0579570916411679,0.218987625631714,0.399826475057033,0.0128902324648734,0.000364472334352086,0.000571775088274398,0.105783227979939,10,-0.562891367311741,0.908566266421003,0.416466474010883,0.809957556617268,2.95251636848674,1e+05,0,64169,35831,0.358442511776198,0.0579570916411679,0.0579570916411679,0.016825738753368,0.016825738753368,27.2090982783449,2402.94696447201,6.92225967421478,14.2061246350574,33.3906901518967,4.73894464608328,2.46993821585225,0.864747305794734,2.72375127632247,0,0,5.47786142342342,6.33614793680885,13.1634472642346,0.6549059994314,0,0.70968628209397,0.951306574904432
6527,4,3,0,0,2149,1204,0,328,1,2,0,0,10398,5785,0,1664,925,482,0,139,21,14,0,2,904,468,0,137,905,760,520,383,0,0,141,118,0.105111861619371,0.211625445622573,0.403499412122245,0.013609382849942,0.000320100473883206,0.00113566987423575,0.14492717251657,10,-0.640873529299331,0.908302634332094,0.41940984264324,0.815072509467112,4.64795515812642,1e+05,0,55297,44703,0.448084474866971,0.105111861619371,0.105111861619371,0.0374969540670419,0.0374969540670419,17.9689820495452,2434.19148267644,7.98535258817301,9.91282990364191,37.9433191739412,4.21788602282697,1.44537092738125,0.716451413013911,3.13302565540543,0,0,7.13877293322715,7.06146204836072,19.113078373891,0.513891095829681,0,0.64326619765498,0.948506919690772
3242,2,0,0,0,2705,1744,0,254,0,2,0,0,6211,3999,0,593,1153,709,0,113,41,21,0,4,1112,688,0,109,1139,930,722,558,0,0,101,93,0.0625051618822604,0.424171024918197,0.40621314277911,0.0136592130061777,0.000149655291970649,0.000557914576420476,0.0881461858683066,1,1.81684060424193,0.906082792120516,0.42136167359619,0.816898262554516,3.78543697821745,1e+05,0,63699,36301,0.362189200614816,0.0625051618822604,0.0625051618822604,0.0171346229217206,0.0171346229217206,20.5413060224596,2485.92296418443,6.21589310421004,7.97317739784236,42.4714753021631,3.13359352435487,1.60764435959887,1.22960968783155,3.2264748021716,0,0,6.1073318675599,6.72849598052777,21.7455827810005,0.351685865187455,0,0.725868673790546,0.947144106757044
4567,1,0,0,0,2465,1547,0,229,1,0,0,0,6166,3929,0,575,1032,650,0,99,46,38,0,7,986,612,0,92,1022,848,673,528,0,0,94,76,0.0611407952008424,0.390403283692628,0.402453447003801,0.0194248377174169,0.000241210771869255,0.000426144787618802,0.129071728188465,8,1.55067789096233,0.898444822119348,0.420633418309291,0.812632500657662,5.07482268947548,1e+05,0,64180,35820,0.358197966673181,0.0611407952008424,0.0611407952008424,0.0166670400824656,0.0166670400824656,18.0826958030475,2994.28263386846,6.5824130359784,9.04554825536045,46.4636802851767,3.33004035420146,2.11115971943477,0.796868163337631,3.91629660977815,0,0,7.80861206007928,3.94310950388625,14.9092300867164,0.534810948344364,0,0.727399029932212,0.952251503788983
